param m := 686;
param n := 4;

# Full data matrix including features and labels
param data: 1 2 3 4 5 :=
1	0.768909	0.839643	0.104073	0.737682	-1.000000
2	0.786541	0.416648	0.308517	0.793316	-1.000000
3	0.757005	0.871699	0.052054	0.421289	-1.000000
4	0.531385	0.348662	0.422917	0.683216	-1.000000
5	0.766716	0.628108	0.256868	0.839332	-1.000000
6	0.738724	0.730856	0.192818	0.721043	-1.000000
7	0.795479	0.414093	0.328842	0.869359	-1.000000
8	0.393876	0.921099	0.335393	0.487455	-1.000000
9	0.753210	0.841888	0.096114	0.725073	-1.000000
10	0.700394	0.630043	0.241430	0.841542	-1.000000
11	0.565604	0.621912	0.413070	0.843101	-1.000000
12	0.925107	0.810610	0.112184	0.733652	-1.000000
13	0.531383	0.348662	0.422917	0.683216	-1.000000
14	0.827504	0.885327	0.023177	0.405818	-1.000000
15	0.590108	0.375376	0.466381	0.718704	-1.000000
16	0.480064	0.829345	0.318809	0.406602	-1.000000
17	0.981134	0.882771	0.034766	0.458343	-1.000000
18	0.860459	0.389703	0.373158	0.892237	-1.000000
19	0.615012	0.651102	0.368310	0.831793	-1.000000
20	0.817628	0.800387	0.122217	0.685947	-1.000000
21	0.391034	0.545644	0.578081	0.843751	-1.000000
22	0.683599	0.756409	0.190486	0.713113	-1.000000
23	0.492757	0.860395	0.065310	0.098012	-1.000000
24	0.507136	0.863104	0.207553	0.585205	-1.000000
25	0.577209	0.733875	0.325770	0.789287	-1.000000
26	0.658002	0.763298	0.246279	0.560114	-1.000000
27	0.625581	0.638327	0.349613	0.791366	-1.000000
28	0.819576	0.332636	0.373823	0.724552	-1.000000
29	0.734540	0.733333	0.203148	0.632391	-1.000000
30	0.691527	0.745490	0.175230	0.658256	-1.000000
31	0.692574	0.768952	0.198594	0.821394	-1.000000
32	0.451152	0.940456	0.209108	0.073966	-1.000000
33	0.543463	0.722182	0.302221	0.735212	-1.000000
34	0.814865	0.938057	0.048463	0.345765	-1.000000
35	0.897361	0.631513	0.175528	0.939947	-1.000000
36	0.690640	0.612621	0.315845	0.802806	-1.000000
