param m := 686;
param n := 4;

# Full data matrix including features and labels
param data: 1 2 3 4 5 :=
1	0.650607	0.861944	0.073235	0.594433	-1.000000
2	0.863749	0.799923	0.124140	0.696866	-1.000000
3	0.498150	0.448858	0.585375	0.818014	-1.000000
4	0.599587	0.845297	0.159165	0.602103	-1.000000
5	0.338744	0.978552	0.255795	0.020276	-1.000000
6	0.298271	0.228882	0.736615	0.697905	1.000000
7	0.472224	0.621833	0.067938	0.470948	1.000000
8	0.437419	0.275262	0.467457	0.886387	1.000000
9	0.312246	0.259928	0.550907	0.841932	1.000000
10	0.330491	0.177080	0.608293	0.695176	1.000000
11	0.377947	0.262098	0.513807	0.872999	1.000000
12	0.894223	0.655903	0.150428	0.891071	-1.000000
13	0.692184	0.613474	0.305367	0.823083	-1.000000
14	0.880840	0.663570	0.139691	0.823603	-1.000000
15	0.291815	0.267442	0.599223	0.965550	1.000000
16	0.431485	0.545102	0.152057	0.735602	1.000000
17	0.414957	0.637785	0.149019	0.454824	1.000000
18	0.747865	0.549516	0.293670	0.822174	-1.000000
19	0.363042	0.164848	0.628657	0.772258	1.000000
20	0.410859	0.437629	0.346761	0.843622	1.000000
21	0.558545	0.309639	0.585599	0.493958	-1.000000
22	0.813566	0.422377	0.294854	0.854541	-1.000000
23	0.817123	0.858925	0.026323	0.347715	-1.000000
24	0.472108	0.548819	0.155017	0.725463	1.000000
25	0.576621	0.607898	0.417991	0.804365	-1.000000
26	0.698547	0.335192	0.499963	0.782917	-1.000000
27	0.561241	0.933335	0.165642	0.373198	-1.000000
28	0.469653	0.506078	0.205665	0.824773	1.000000
29	0.349068	0.435848	0.299482	0.828023	1.000000
30	0.405066	0.951453	0.222881	0.068638	-1.000000
31	0.711345	0.622376	0.233877	0.840111	-1.000000
32	0.543867	0.539837	0.174418	0.822823	1.000000
33	0.415390	0.425240	0.422991	0.830492	1.000000
34	0.571835	0.600078	0.091227	0.770698	1.000000
35	0.405376	0.431047	0.290965	0.844921	1.000000
36	0.348318	0.174603	0.614217	0.754060	1.000000
37	0.840649	0.896246	0.043097	0.337844	-1.000000
38	0.268094	0.514363	0.353351	0.737421	1.000000
39	0.184609	0.027795	0.963532	0.477573	1.000000
40	0.810110	0.393108	0.337022	0.804495	-1.000000
41	0.603108	0.638716	0.235580	0.770568	-1.000000
42	0.398854	0.241499	0.566643	0.906150	1.000000
43	0.847228	0.825783	0.114737	0.632783	-1.000000
44	0.806113	0.533798	0.272602	0.966334	-1.000000
45	0.610625	0.829113	0.134657	0.584813	-1.000000
46	0.658493	0.550677	0.422027	0.906663	-1.000000
47	0.475123	0.464189	0.531545	0.742101	-1.000000
48	0.526349	0.702825	0.007626	0.140644	1.000000
49	0.873337	0.523345	0.234136	0.904200	-1.000000
50	0.647159	0.515369	0.433469	0.748470	-1.000000
51	0.799960	0.509175	0.244984	0.834132	-1.000000
52	0.808552	0.841734	0.094779	0.722603	-1.000000
53	0.620834	0.752847	0.217475	0.540361	-1.000000
54	0.781974	0.545877	0.316290	0.885603	-1.000000
55	0.531383	0.348662	0.422917	0.683216	-1.000000
56	0.330440	0.344868	0.504219	0.776938	1.000000
57	0.690359	0.797057	0.207257	0.516446	-1.000000
58	0.397772	0.272939	0.474120	0.870398	1.000000
59	0.397599	0.281376	0.456646	0.842842	1.000000
60	0.843094	0.801008	0.141432	0.744961	-1.000000
61	0.700127	0.897638	0.076674	0.379823	-1.000000
62	0.912244	0.900815	0.017958	0.344991	-1.000000
63	0.499180	0.537979	0.208701	0.776678	1.000000
64	0.143472	0.298256	0.711217	0.743401	1.000000
65	0.670288	0.818430	0.214625	0.453919	-1.000000
66	0.210083	0.657220	0.197150	0.362402	1.000000
67	0.645464	0.847310	0.124325	0.706615	-1.000000
68	0.438006	0.867520	0.300147	0.293773	-1.000000
69	0.931709	0.737670	0.102038	0.721433	-1.000000
70	0.644656	0.802089	0.232026	0.469903	-1.000000
71	0.579842	0.806658	0.213181	0.515139	-1.000000
72	0.680554	0.524196	0.434839	0.927069	-1.000000
73	0.812296	0.557724	0.256572	0.879238	-1.000000
74	0.208748	0.619202	0.254869	0.710254	1.000000
75	0.246277	0.664887	0.209886	0.390096	1.000000
76	0.298488	0.492760	0.337912	0.921098	1.000000
77	0.707175	0.540147	0.404666	0.754060	-1.000000
78	0.253831	0.622997	0.232063	0.661121	1.000000
79	0.692884	0.646844	0.251907	0.741711	-1.000000
80	0.758838	0.359581	0.376640	0.774728	-1.000000
81	0.757553	0.915292	0.078157	0.369559	-1.000000
82	0.363013	0.496864	0.282972	0.948913	1.000000
83	0.248673	0.269455	0.680154	0.766148	1.000000
84	0.545003	0.525048	0.189042	0.879238	1.000000
85	0.658861	0.608052	0.309109	0.778498	-1.000000
86	0.839884	0.362833	0.344575	0.814764	-1.000000
87	0.470972	0.622686	0.147131	0.555309	1.000000
88	0.612249	0.650327	0.050131	0.622117	1.000000
89	0.860063	0.575221	0.225362	0.947486	-1.000000
90	0.477358	0.624235	0.148207	0.560767	1.000000
91	0.320643	0.475882	0.393669	0.860780	1.000000
92	0.444622	0.514130	0.216661	0.838682	1.000000
93	0.655282	0.591329	0.319401	0.774208	-1.000000
94	0.753586	0.717613	0.116366	0.692185	-1.000000
95	0.630191	0.624235	0.350870	0.793706	-1.000000
96	0.768656	0.375222	0.347539	0.711034	-1.000000
97	0.338600	1.000000	0.369195	0.185237	-1.000000
98	0.761262	0.896631	0.040617	0.282203	-1.000000
99	0.801366	0.801240	0.135396	0.665021	-1.000000
100	0.353728	0.574061	0.221733	0.607169	1.000000
101	0.347373	0.506465	0.249575	0.788247	1.000000
102	0.138141	0.316610	0.674083	0.675938	1.000000
103	0.625992	0.648161	0.285711	0.746000	-1.000000
104	0.353209	0.509098	0.282453	0.761600	1.000000
105	0.477589	0.527526	0.210848	0.746390	1.000000
106	0.000000	0.863104	0.232544	0.326273	1.000000
107	0.641763	0.635386	0.218475	0.756270	-1.000000
108	0.535033	0.541929	0.258092	0.737942	-1.000000
109	0.835505	0.823227	0.120955	0.623032	-1.000000
110	0.640183	0.744716	0.261681	0.838162	-1.000000
111	0.250216	0.208051	0.661051	0.879888	1.000000
112	0.605503	0.673867	0.317587	0.814894	-1.000000
113	0.647289	0.820907	0.224362	0.555570	-1.000000
