0.828 0.051 0.977 0.787   1.0
0.077 0.617 0.902 0.591   1.0
0.480 0.708 0.442 0.250   -1.0
0.390 0.680 0.499 0.243   -1.0
0.673 0.027 0.672 0.291   -1.0
0.870 0.665 0.808 0.898   1.0
0.447 0.726 0.266 0.424   -1.0
0.401 0.501 0.130 0.303   -1.0
0.854 0.783 0.799 0.296   1.0
0.310 0.686 0.713 0.810   1.0
0.559 0.483 0.956 0.231   1.0
0.097 0.101 0.438 0.905   1.0*
0.653 0.352 0.725 0.918   1.0
0.238 0.319 0.276 0.367   -1.0
0.368 0.222 0.405 0.167   -1.0
0.438 0.477 0.203 0.151   -1.0
0.132 0.710 0.770 0.088   -1.0
0.543 0.185 0.041 0.981   -1.0
0.040 0.634 0.442 0.765   -1.0
0.218 0.003 0.871 0.494   -1.0
0.493 0.862 0.592 0.898   1.0
0.109 0.336 0.506 0.313   -1.0
0.794 0.445 0.196 0.563   -1.0
0.137 0.106 0.719 0.179   -1.0
0.809 0.219 0.721 0.251   1.0*
0.273 0.469 0.987 0.145   1.0*
0.357 0.638 0.825 0.949   1.0
0.854 0.058 0.873 0.361   1.0
0.360 0.154 0.816 0.556   -1.0
0.349 0.693 0.824 0.068   -1.0
0.911 0.876 0.091 0.633   1.0
0.074 0.906 0.597 0.061   -1.0
0.560 0.418 0.689 0.385   1.0
0.225 0.239 0.424 0.098   -1.0
0.795 0.457 0.754 0.611   1.0
0.471 0.960 0.707 0.295   1.0
0.579 0.206 0.904 0.669   1.0
0.031 0.744 0.744 0.628   1.0
0.795 0.188 0.222 0.483   -1.0
0.588 0.708 0.811 0.013   1.0
0.411 0.808 0.263 0.165   -1.0
0.277 0.636 0.378 0.984   1.0
0.406 0.563 0.136 0.310   -1.0
0.974 0.341 0.976 0.718   -1.0*
0.781 0.513 0.157 0.003   1.0*
0.729 0.591 0.704 0.541   1.0
0.510 0.952 0.412 0.773   1.0
0.830 0.050 0.752 0.208   -1.0
0.682 0.614 0.597 0.818   1.0
0.829 0.792 0.265 0.805   1.0
0.234 0.586 0.023 0.390   -1.0
0.019 0.120 0.180 0.723   -1.0
0.784 0.233 0.612 0.196   -1.0
0.729 0.026 0.056 0.480   -1.0
0.091 0.162 0.848 0.688   1.0*
0.772 0.517 0.772 0.036   1.0
0.282 0.270 0.907 0.304   -1.0
0.496 0.323 0.780 0.676   1.0
0.440 0.460 0.279 0.053   -1.0
0.285 0.781 0.682 0.341   1.0
0.917 0.432 0.424 0.765   1.0
0.404 0.537 0.636 0.176   -1.0
0.958 0.457 0.843 0.865   1.0
0.503 0.361 0.085 0.283   -1.0
0.130 0.724 0.498 0.409   -1.0
0.154 0.694 0.558 0.836   1.0
0.819 0.752 0.467 0.243   1.0
0.586 0.647 0.054 0.222   -1.0
0.627 0.180 0.280 0.471   -1.0
0.042 0.974 0.407 0.126   -1.0
0.444 0.257 0.981 0.942   1.0
0.758 0.096 0.359 0.315   -1.0
0.394 0.134 0.684 0.861   1.0
0.201 0.447 0.024 0.255   -1.0
0.847 0.883 0.850 0.127   1.0
0.895 0.169 0.328 0.302   -1.0
0.585 0.747 0.552 0.567   1.0
0.218 0.324 0.784 0.577   -1.0
0.716 0.971 0.774 0.399   1.0
0.151 0.600 0.280 0.176   -1.0
0.949 0.023 0.739 0.799   1.0
0.092 0.694 0.319 0.420   1.0*
0.614 0.005 0.743 0.167   -1.0
0.431 0.384 0.896 0.216   1.0*
0.536 0.931 0.933 0.310   1.0
0.766 0.462 0.931 0.045   1.0
0.787 0.994 0.660 0.526   1.0
0.811 0.618 0.487 0.130   1.0
0.484 0.744 0.044 0.226   -1.0
0.616 0.658 0.295 0.512   1.0
0.257 0.048 0.805 0.190   -1.0
0.135 0.955 0.820 0.066   -1.0
0.457 0.853 0.995 0.118   1.0
0.788 0.928 0.997 0.275   1.0
0.035 0.759 0.802 0.078   1.0*
0.713 0.694 0.643 0.008   1.0
0.517 0.265 0.254 0.321   -1.0
0.612 0.457 0.409 0.432   -1.0
0.410 0.890 0.376 0.405   1.0
0.755 0.193 0.936 0.751   1.0
